country_name,team,elo
Trinidad and Tobago,Caledonia AIA,1212
Trinidad and Tobago,Police,1186
Trinidad and Tobago,Tobago United,1153
Trinidad and Tobago,South End,1137
Trinidad and Tobago,La Horquetta Rangers FC,1080
Tunisia,Esperance de Tunis,1547
Tunisia,Etoile du Sahel,1521
Tunisia,CS Sfaxien,1462
Tunisia,US Monastir,1453
Tunisia,Club Africain,1447
Tunisia,Ben Guerdane,1368
Tunisia,CA Bizertin,1358
Tunisia,Stade Tunisien,1346
Tunisia,Olympique Béja,1341
Tunisia,Stade Gabésien,1328
Tunisia,AS Slimane,1318
Tunisia,Etoile Metlaoui,1313
Tunisia,Avenir de La Marsa,1312
Tunisia,Zarzis,1303
Tunisia,US Tataouine,1300
Tunisia,LPTA Tozeur,1292
Tunisia,Sportif de Chebba,1291
Tunisia,AS Rejiche,1288
Tunisia,EGS Gafsa,1283
Tunisia,Hamam Sousse,1277
Tunisia,Grombalia Sports,1264
Tunisia,Béni-Khalled,1264
Tunisia,Olympique du Kef,1262
Tunisia,EO Sidi Bouzid,1261
Tunisia,Gabès,1258
Tunisia,CS Hammam-Lif,1255
Tunisia,AS Kasserine,1249
Tunisia,Club Olympique de Médenine,1245
Tunisia,Sportive de Djerba,1238
Tunisia,JS Kairouanaise,1188
Turkey,Galatasaray,1658
Turkey,Fenerbahçe,1658
Turkey,Beşiktaş,1635
Turkey,Trabzonspor,1544
Turkey,İstanbul Başakşehir,1520
Turkey,Adana Demirspor,1514
Turkey,Konyaspor,1473
Turkey,Fatih Karagümrük,1454
Turkey,Kasımpaşa,1429
Turkey,MP Antalyaspor,1422
Turkey,Sivasspor,1421
Turkey,Gazişehir Gaziantep FK,1403
Turkey,Alanyaspor,1395
Turkey,Hatayspor Kulübü,1385
Turkey,Kayserispor,1379
Turkey,Bursaspor,1376
Turkey,Osmanlıspor FK,1373
Turkey,Samsunspor,1367
Turkey,Elazığspor,1356
Turkey,Ankaragücü,1348
Turkey,Eskişehirspor,1346
Turkey,Akhisar Belediye,1345
Turkey,Rizespor,1342
Turkey,Erzurum BB,1342
Turkey,Giresunspor,1339
Turkey,İstanbulspor,1337
Turkey,Orduspor,1325
Turkey,Balıkesirspor,1325
Turkey,Kayseri Erciyesspor,1319
Turkey,Gençlerbirligi,1318
Turkey,Manisaspor,1318
Turkey,Altay S.K.,1317
Turkey,Ümraniyespor,1316
Turkey,Bucaspor,1292
Turkey,Gaziantepspor,1291
Turkey,Adanaspor,1289
Turkey,Göztepe AŞ,1279
Turkey,Diyarbakirspor,1276
Turkey,Mersin İdmanyurdu,1271
Turkey,Denizlispor,1256
Turkey,Yeni Malatyaspor,1250
Turkey,Karabükspor,1221
Turkmenistan,Ahal FK,1250
Uganda,Togo-Port,1246
Uganda,Vipers SC,1233
Ukraine,Shakhtar Donetsk,1725
Ukraine,Zorya Luhansk,1618
Ukraine,Dynamo Kyiv,1611
Ukraine,SC Dnipro-1,1560
Ukraine,Dnipro Dnipropetrovsk,1536
Ukraine,Vorskla Poltava,1459
Ukraine,FK Desna Chernihiv,1449
Ukraine,Oleksandriya,1445
Ukraine,Metalurh Donetsk,1432
Ukraine,St. Louis City,1385
Ukraine,Kryvbas,1382
Ukraine,Rukh Vynnyky,1375
Ukraine,FC Kolos Kovalivka,1369
Ukraine,FK Zirka Kirovohrad,1360
Ukraine,Veres Rivne,1359
Ukraine,Chornomorets Odesa,1340
Ukraine,Metalist 1925 Kharkiv,1333
Ukraine,Stal Kamianske,1331
Ukraine,FC Arsenal Kiev,1328
Ukraine,Sevastopol,1328
Ukraine,FK Inhulets' Petrove,1327
Ukraine,Metalist Kharkiv,1319
Ukraine,Karpaty Lviv,1311
Ukraine,FK Mariupol Illichivets',1307
Ukraine,FC Minaj,1306
Ukraine,Olimpik Donetsk,1304
Ukraine,Obolon',1288
Ukraine,Volyn,1280
Ukraine,Tavriia,1259
Ukraine,Hoverla Uzhhorod,1225
Ukraine,FC Lviv,1204
Ukraine,Metalurh Zaporizhya,1130
United Arab Emirates,Al-Ain FC,1527
United Arab Emirates,Al Ahli,1487
United Arab Emirates,Al Wahda,1462
United Arab Emirates,Sharjah Cultural Club,1405
United Arab Emirates,Al-Jazira,1397
United Arab Emirates,Al Shabab,1354
United Arab Emirates,Al Nasr,1346
United Arab Emirates,Al Wasl,1339
United Arab Emirates,Baniyas,1312
United Arab Emirates,Ajman Club,1264
United Arab Emirates,Al Bataeh Club,1233
United Arab Emirates,Khorfakkan Club,1230
United Arab Emirates,Al Urooba Club,1228
United Arab Emirates,Al Ittihad Kalba,1218
United Arab Emirates,Dibba Al-Fujairah Club,1216
United Arab Emirates,Al-Dhafra,1204
United Arab Emirates,Dubai Club,1197
United Arab Emirates,Hatta,1189
United Arab Emirates,Al Fujairah,1182
United Arab Emirates,Al-Shaab,1169
United Arab Emirates,Emirates Club,1166
United States,Los Angeles FC,1524
United States,Philadelphia Union,1496
United States,Nashville SC,1444
United States,Seattle Sounders FC,1436
United States,New England Revolution,1424
United States,New York City FC,1412
United States,Columbus Crew,1393
United States,Portland Timbers,1392
United States,FC Dallas,1383
United States,Atlanta United FC,1376
United States,New York Red Bulls,1374
United States,Orlando City,1364
United States,Sporting Kansas City,1359
United States,Minnesota United,1358
United States,FC Cincinnati,1350
United States,Real Salt Lake,1348
United States,Colorado Rapids,1344
United States,LA Galaxy,1326
United States,San Jose Earthquakes,1321
United States,Chicago Fire,1303
United States,DC United,1295
United States,Inter Miami CF,1292
United States,Houston Dynamo,1286
United States,Chivas USA,1206
Uruguay,Nacional,1616
Uruguay,Peñarol,1541
Uruguay,Liverpool,1496
Uruguay,Defensor Sporting,1469
Uruguay,River Plate,1453
Uruguay,Club Deportivo Maldonado,1425
Uruguay,Montevideo Wanderers,1419
Uruguay,Danubio,1413
Uruguay,Cerro Largo,1406
Uruguay,Boston River,1386
Uruguay,Club Atletico Progreso,1374
Uruguay,Fénix,1361
Uruguay,La Luz FC,1359
Uruguay,Plaza Colonia,1354
Uruguay,El Tanque Sisley,1350
Uruguay,Central Español,1350
Uruguay,Club Atletico Torque,1347
Uruguay,Racing Club,1335
Uruguay,Sud América,1335
Uruguay,Bella Vista,1331
Uruguay,Austin FC,1331
Uruguay,Charlotte FC,1330
Uruguay,C.A. Cerro,1329
Uruguay,Tacuarembó,1316
Uruguay,Albion F.C.,1314
Uruguay,Villa Teresa,1309
Uruguay,Rampla Juniors,1300
Uruguay,Juventud de Las Piedras,1298
Uruguay,Rentistas,1294
Uruguay,Atenas,1269
Uruguay,Cerrito,1266
Uruguay,Miramar Misiones,1250
Uruguay,Villa Espanola,1236
Uzbekistan,Pakhtakor Tashkent,1515
Uzbekistan,Nasaf Qarshi,1456
Uzbekistan,Bunyodkor Tashkent,1383
Uzbekistan,Lokomotiv Tashkent,1375
Uzbekistan,FK AGMK,1343
Uzbekistan,Navbahor Namangan,1343
Uzbekistan,FK Olympic Tashkent,1274
Uzbekistan,Neftchi,1269
Uzbekistan,Sogdiyona Jizzax,1268
Uzbekistan,Metallurg Bekobod,1256
Uzbekistan,Kokand 1912,1251
Uzbekistan,Mash'al Muborak,1245
Uzbekistan,Qizilqum Zarafshon,1235
Uzbekistan,Xorazm,1222
Uzbekistan,Surkhon-2011,1220
Uzbekistan,Shortan Guzor,1220
Uzbekistan,FK Guliston,1216
Uzbekistan,FK Turon Yaypan,1215
Uzbekistan,Buxoro,1210
Uzbekistan,Dinamo Samarkand,1190
Uzbekistan,Andijon,1170
Uzbekistan,Obod,1165
Vanuatu,Amicale FC,1308
Vanuatu,Nalkutan FC,1266
Vanuatu,Ifira Black Bird,1257
Vanuatu,ABM Galaxy FC,1255
Vanuatu,Erakor Golden Star,1243
Vanuatu,Tafea FC,1239
Vanuatu,Malampa Revivors FC,1236
Venezuela,Deportivo Táchira,1419
Venezuela,Caracas,1416
Venezuela,Deportivo Lara,1349
Venezuela,Zamora FC,1346
Venezuela,Carabobo FC,1344
Venezuela,Deportivo La Guaira FC,1330
Venezuela,Monagas SC,1323
Venezuela,Academia Puerto Cabello,1320
Venezuela,Metropolitanos FC,1309
Venezuela,Zulia,1299
Venezuela,Mineros de Guayana,1294
Venezuela,Deportivo Anzoátegui,1293
Venezuela,C.D. Hermanos Colmenarez,1283
Venezuela,Estudiantes de Mérida,1277
Venezuela,Aragua FC,1274
Venezuela,Portuguesa FC,1266
Venezuela,Atlético Venezuela,1265
Venezuela,Angostura FC,1255
Venezuela,Rayo Zuliano,1248
Venezuela,Deportivo Zulia,1246
Venezuela,Gran Valencia FC,1246
Venezuela,Universidad Central de Venezuela FC,1237
Venezuela,Centro Ítalo,1228
Venezuela,Deportivo Petare,1228
Venezuela,Tucanes FC,1227
Venezuela,Atletico Socopo,1225
Venezuela,Urena SC,1223
Venezuela,Atlético El Vigía,1222
Venezuela,Yaracuyanos FC,1218
Venezuela,Trujillanos FC,1209
Venezuela,Llaneros de Guanare,1208
Venezuela,Caroní,1208
Venezuela,Estudiantes de Caracas,1206
Venezuela,AC LALA FC,1180
Vietnam,Hoang Anh Gia Lai,1262
Vietnam,Viettel Football Club,1256
Vietnam,Ha Noi TT,1246
Vietnam,Binh Duong,1244
Wales,The New Saints,1671
Wales,Neath Athletic,1501
Wales,Connah's Quay,1494
Wales,Bala Town FC,1440
Wales,Bangor City,1432
Wales,Newtown,1354
Wales,Port Talbot,1353
Wales,Cardiff Met University,1346
Wales,Llanelli,1345
Wales,Rhyl,1328
Wales,Penybont FC,1322
Wales,Caernarfon,1292
Wales,Barry Town United FC,1292
Wales,Carmarthen,1277
Wales,Aberystwyth,1272
Wales,Haverfordwest County,1265
Wales,Llandudno FC,1259
Wales,Flint Town United,1257
Wales,Pontypridd Town,1257
Wales,Prestatyn Town FC,1236
Wales,Porthmadog,1225
Wales,Welshpool Town,1218
Wales,Airbus UK Broughton FC,1205
Wales,Caersws,1195
Wales,Afan Lido,1185
Wales,Cefn Druids AFC,1170
Zambia,ZESCO United,1402
Zambia,Power Dynamos,1366
Zambia,Red Arrows,1342
Zambia,Zanaco,1339
Zambia,Green Buffaloes,1307
Zambia,Nkana FC,1296
Zambia,Green Eagles,1284
Zambia,Kabwe Warriors,1280
Zambia,Prison Leopards,1276
Zambia,Maestro United Zambia,1275
Zambia,Kansanshi Dynamos,1268
Zambia,Mufulira Wanderers,1264
Zambia,NAPSA Stars FC,1258
Zambia,Forest Rangers,1253
Zambia,Nchanga Rangers,1252
Zambia,Nkwazi,1249
Zambia,Young Green Eagles,1249
Zambia,Roan United,1241
Zambia,Kafue Celtic,1234
Zambia,Lusaka Dynamos,1232
Zambia,Kalulushi Modern Stars,1227
Zambia,Lumwana Radiants,1226
Zambia,Lime Hotspurs,1223
Zambia,Konkola Mine Police,1221
Zambia,Nakambala Leopards,1221
Zambia,Konkola Blades,1220
Zambia,Chambishi FC,1214
Zambia,Kitwe United,1208
Zambia,Indeni FC,1191
Zambia,National Assembly,1186
Zambia,Buildcon,1178
Zimbabwe,Dynamos,1485
Zimbabwe,Highlanders,1420
Zimbabwe,FC Platinum,1416
Zimbabwe,Gunners,1411
Zimbabwe,Chicken Inn FC,1405
Zimbabwe,Motor Action,1394
Zimbabwe,CAPS United,1365
Zimbabwe,Hwange,1354
Zimbabwe,Monomatapa United,1353
Zimbabwe,Masvingo United,1350
Zimbabwe,Triangle FC,1320
Zimbabwe,WWS Rangers,1314
Zimbabwe,Shabanie Mine,1304
Zimbabwe,Ngezi Platinum FC,1304
Zimbabwe,Harare City,1295
Zimbabwe,ZPC Kariba,1284
Zimbabwe,Manica Diamonds,1280
Zimbabwe,Bulawayo Chiefs,1277
Zimbabwe,Chapungu United,1273
Zimbabwe,Black Mambas,1270
Zimbabwe,Shooting Stars,1270
Zimbabwe,Herentals FC,1270
Zimbabwe,Eagles,1268
Zimbabwe,How Mine,1268
Zimbabwe,Buffaloes FC,1263
Zimbabwe,Lengthens,1261
Zimbabwe,Kiglon,1260
Zimbabwe,Njube Sundowns,1259
Zimbabwe,Black Rhinos,1256
Zimbabwe,Tsholotsho,1252
Zimbabwe,Zimbabwe Saints,1252
Zimbabwe,Simba Bhora FC,1251
Zimbabwe,Sheasham FC,1250
Zimbabwe,Highway,1250
Zimbabwe,Yadah FC,1249
Zimbabwe,Flame Lilly,1245
Zimbabwe,Underhill,1245
Zimbabwe,GreenFuel FC,1243
Zimbabwe,Cranborne Bullets FC,1241
Zimbabwe,Hardbody,1237
Zimbabwe,Bulawayo City FC,1236
Zimbabwe,Dongo,1235
Zimbabwe,Bantu Rovers,1230
Zimbabwe,Tripple B,1229
Zimbabwe,Chiredzi FC,1226
Zimbabwe,Victoria,1225
Zimbabwe,Douglas Warriors,1224
Zimbabwe,Quelaton,1218
Zimbabwe,Tenax CS FC,1218
Zimbabwe,WhaWha,1205
